Atención;FEMENINO;MASCULINO;NO DEFINIDO;NR - NO REPORTADO;Año;Ubicación
F319 - TRASTORNO AFECTIVO BIPOLAR, NO ESPECIFICADO;873;587;;;2018;17001 - Manizales
F320 - EPISODIO DEPRESIVO LEVE;393;129;;;2018;17001 - Manizales
F321 - EPISODIO DEPRESIVO MODERADO;1.643;653;;1;2018;17001 - Manizales
F322 - EPISODIO DEPRESIVO GRAVE SIN SINTOMAS PSICOTICOS;339;173;;;2018;17001 - Manizales
F323 - EPISODIO DEPRESIVO GRAVE CON SINTOMAS PSICOTICOS;48;28;;;2018;17001 - Manizales
F328 - OTROS EPISODIOS DEPRESIVOS;359;126;;;2018;17001 - Manizales
F329 - EPISODIO DEPRESIVO, NO ESPECIFICADO;464;170;;;2018;17001 - Manizales
F330 - TRASTORNO DEPRESIVO RECURRENTE, EPISODIO LEVE PRESENTE;73;23;;;2018;17001 - Manizales
F331 - TRASTORNO DEPRESIVO RECURRENTE, EPISODIO MODERADO PRESENTE;948;302;;;2018;17001 - Manizales
F332 - TRASTORNO DEPRESIVO RECURRENTE, EPISODIO DEPRESIVO GRAVE PRESENTE SIN SINTOMAS PSICOTICOS;146;75;;;2018;17001 - Manizales
F333 - TRASTORNO DEPRESIVO RECURRENTE, EPISODIO DEPRESIVO GRAVE PRESENTE, CON SINTOMAS PSICOTICOS;22;10;;;2018;17001 - Manizales
F334 - TRASTORNO DEPRESIVO RECURRENTE ACTUALMENTE EN REMISION;86;27;;;2018;17001 - Manizales
F338 - OTROS TRASTORNOS DEPRESIVOS RECURRENTES;148;55;;;2018;17001 - Manizales
F339 - TRASTORNO DEPRESIVO RECURRENTE, NO ESPECIFICADO;863;348;;;2018;17001 - Manizales
F340 - CICLOTIMIA;21;2;;;2018;17001 - Manizales
F341 - DISTIMIA;20;10;;;2018;17001 - Manizales
F348 - OTROS TRASTORNOS DEL HUMOR [AFECTIVOS] PERSISTENTES;11;6;;;2018;17001 - Manizales
F349 - TRASTORNO PERSISTENTE DEL HUMOR [AFECTIVO], NO ESPECIFICADO;16;11;;;2018;17001 - Manizales
F380 - OTROS TRASTORNOS DEL HUMOR [AFECTIVOS], AISLADOS;2;3;;;2018;17001 - Manizales
F381 - OTROS TRASTORNOS DEL HUMOR [AFECTIVOS], RECURRENTES;10;1;;;2018;17001 - Manizales
F388 - OTROS TRASTORNOS DEL HUMOR [AFECTIVOS], ESPECIFICADOS;12;6;;;2018;17001 - Manizales
F39X - TRASTORNO DEL HUMOR [AFECTIVO], NO ESPECIFICADO;123;70;;;2018;17001 - Manizales
F400 - AGORAFOBIA;3;2;;;2018;17001 - Manizales
F401 - FOBIAS SOCIALES;7;7;;;2018;17001 - Manizales
F402 - FOBIAS ESPECIFICADAS [AISLADAS];5;5;;;2018;17001 - Manizales
F408 - OTROS TRASTORNOS FOBICOS DE ANSIEDAD;10;5;;;2018;17001 - Manizales
F409 - TRASTORNO FOBICO DE ANSIEDAD, NO ESPECIFICADO;11;7;;;2018;17001 - Manizales
F410 - TRASTORNO DE PANICO [ANSIEDAD PAROXISTICA EPISODICA];96;39;;;2018;17001 - Manizales
F411 - TRASTORNO DE ANSIEDAD GENERALIZADA;334;170;;;2018;17001 - Manizales
F412 - TRASTORNO MIXTO DE ANSIEDAD Y DEPRESION;2.106;704;;;2018;17001 - Manizales
F413 - OTROS TRASTORNOS DE ANSIEDAD MIXTOS;180;73;;;2018;17001 - Manizales
F418 - OTROS TRASTORNOS DE ANSIEDAD ESPECIFICADOS;273;123;;;2018;17001 - Manizales
F419 - TRASTORNO DE ANSIEDAD , NO ESPECIFICADO;1.244;612;;1;2018;17001 - Manizales
F420 - PREDOMINIO DE PENSAMIENTOS O RUMIACIONES OBSESIVAS;3;1;;;2018;17001 - Manizales
F421 - PREDOMINIO DE ACTOS COMPULSIVOS [RITUALES OBSESIVOS];2;1;;;2018;17001 - Manizales
F422 - ACTOS E IDEAS OBSESIVAS MIXTOS;4;3;;;2018;17001 - Manizales
F428 - OTROS TRASTORNOS OBSESIVO-COMPULSIVOS;12;14;;;2018;17001 - Manizales
F429 - TRASTORNO OBSESIVO-COMPULSIVO, NO ESPECIFICADO;46;40;;;2018;17001 - Manizales
F430 - REACCION AL ESTRÉS AGUDO;68;28;;;2018;17001 - Manizales
F431 - TRASTORNO DE ESTRÉS POSTRAUMATICO;32;47;;;2018;17001 - Manizales
F432 - TRASTORNOS DE ADAPTACION;555;304;;;2018;17001 - Manizales
F438 - OTRAS REACCIONES AL ESTRÉS GRAVE;6;9;;;2018;17001 - Manizales
F439 - REACCION AL ESTRÉS GRAVE, NO ESPECIFICADA;8;7;;;2018;17001 - Manizales
F440 - AMNESIA DISOCIATIVA;3;3;;;2018;17001 - Manizales
F441 - FUGA DISOCIATIVA;;;;;2018;17001 - Manizales
F442 - ESTUPOR DISOCIATIVO;;;;;2018;17001 - Manizales
F443 - TRASTORNOS DE TRANCE Y DE POSESION;;;;;2018;17001 - Manizales
F444 - TRASTORNOS DISOCIATIVOS DEL MOVIMIENTO;1;2;;;2018;17001 - Manizales
F445 - CONVULSIONES DISOCIATIVAS;8;10;;;2018;17001 - Manizales
F446 - ANESTESIA DISOCIATIVA Y PERDIDA SENSORIAL;;2;;;2018;17001 - Manizales
F447 - TRASTORNOS DISOCIATIVOS MIXTOS [Y DE CONVERSION];4;9;;;2018;17001 - Manizales
F448 - OTROS TRASTORNOS DISOCIATIVOS [DE CONVERSION];8;2;;;2018;17001 - Manizales
F449 - TRASTORNO DISOCIATIVO [DE CONVERSION], NO ESPECIFICADO;11;8;;;2018;17001 - Manizales
F450 - TRASTORNO DE SOMATIZACION;10;3;;;2018;17001 - Manizales
F451 - TRASTORNO SOMATOMORFO INDIFERENCIADO;13;16;;;2018;17001 - Manizales
F452 - TRASTORNO HIPOCONDRIACO;1;2;;;2018;17001 - Manizales
F453 - DISFUNCION AUTONOMICA SOMATOMORFA;3;;;;2018;17001 - Manizales
F454 - TRASTORNO DE DOLOR PERSISTENTE SOMATOMORFO;86;12;;;2018;17001 - Manizales
F458 - OTROS TRASTORNOS SOMATOMORFOS;2;3;;;2018;17001 - Manizales
F459 - TRASTORNO SOMATOMORFO, NO ESPECIFICADO;14;5;;;2018;17001 - Manizales
F480 - NEURASTENIA;6;4;;;2018;17001 - Manizales
F481 - SINDROME DE DESPERSONALIZACION Y DESVINCULACION DE LA REALIDAD;;2;;;2018;17001 - Manizales
F488 - OTROS TRASTORNOS NEUROTICOS ESPECIFICADOS;;;;;2018;17001 - Manizales
F489 - TRASTORNO NEUROTICO, NO ESPECIFICADO;4;;;;2018;17001 - Manizales
F500 - ANOREXIA NERVIOSA;8;;;;2018;17001 - Manizales
F501 - ANOREXIA NERVIOSA ATIPICA;1;;;;2018;17001 - Manizales
F502 - BULIMIA NERVIOSA;9;1;;;2018;17001 - Manizales
F503 - BULIMIA NERVIOSA ATIPICA;;;;;2018;17001 - Manizales
F504 - HIPERFAGIA ASOCIADA CON OTRAS ALTERACIONES PSICOLOGICAS;;;;;2018;17001 - Manizales
F505 - VOMITOS ASOCIADOS CON OTRAS ALTERACIONES PSICOLOGICAS;;2;;;2018;17001 - Manizales
F508 - OTROS TRASTORNOS DE LA INGESTION DE ALIMENTOS;28;23;;;2018;17001 - Manizales
F509 - TRASTORNO DE LA INGESTION DE ALIMENTOS, NO ESPECIFICADO;18;9;;;2018;17001 - Manizales
F510 - INSOMNIO NO ORGANICO;233;170;;;2018;17001 - Manizales
F511 - HIPERSOMNIO NO ORGANICO;6;4;;;2018;17001 - Manizales
F512 - TRASTORNO NO ORGANICO DEL CICLO SUEÑO-VIGILIA;7;3;;;2018;17001 - Manizales
F513 - SONAMBULISMO;2;5;;;2018;17001 - Manizales
F514 - TERRORES DEL SUEÑO [TERRORES NOCTURNOS];15;7;;;2018;17001 - Manizales
F515 - PESADILLAS;1;;;;2018;17001 - Manizales
F518 - OTROS TRASTORNOS NO ORGANICOS DEL SUEÑO;3;3;;;2018;17001 - Manizales
F519 - TRASTORNO NO ORGANICO DEL SUEÑO, NO ESPECIFICADO;7;5;;;2018;17001 - Manizales
F520 - FALTA O PERDIDA DEL DESEO SEXUAL;32;37;;;2018;17001 - Manizales
F521 - AVERSION AL SEXO Y FALTA DE GOCE SEXUAL;4;3;;;2018;17001 - Manizales
F522 - FALLA DE LA RESPUESTA GENITAL;6;24;;;2018;17001 - Manizales
F523 - DISFUNCION ORGASMICA;4;28;;;2018;17001 - Manizales
F524 - EYACULACION PRECOZ;1;69;;;2018;17001 - Manizales
F525 - VAGINISMO NO ORGANICO;4;;;;2018;17001 - Manizales
F526 - DISPAREUNIA NO ORGANICA;10;;;;2018;17001 - Manizales
F527 - IMPULSO SEXUAL EXCESIVO;;;;;2018;17001 - Manizales
F528 - OTRAS DISFUNCIONES SEXUALES, NO OCASIONADAS POR TRASTORNO NI POR ENFERMEDAD ORGANICOS;3;38;;;2018;17001 - Manizales
F529 - DISFUNCION SEXUAL, NO OCASIONADA POR TRASTORNO NI POR ENFERMEDAD ORGANICOS, NO ESPECIFICADA;8;117;;;2018;17001 - Manizales
F530 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO LEVES, ASOCIADOS CON EL PUERPERIO, NO CLASIFICADOS EN OTRA PARTE;1;;;;2018;17001 - Manizales
F531 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO GRAVES, ASOCIADOS CON EL PUERPERIO, NO CLASIFICADOS EN OTRA PARTE;1;;;;2018;17001 - Manizales
F538 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO ASOCIADOS CON EL PUERPERIO, NO CLASIFICADOS EN OTRA PARTE;;;;;2018;17001 - Manizales
F539 - TRASTORNO MENTAL PUERPERAL, NO ESPECIFICADO;;;;;2018;17001 - Manizales
F54X - FACTORES PSICOLOGICOS Y DEL COMPORTAMIENTO ASOCIADOS CON TRASTORNOS O ENFERMEDADES CLASIFICADOS EN OTRA PARTE;6;8;;;2018;17001 - Manizales
F55X - ABUSO DE SUSTANCIAS QUE NO PRODUCEN DEPENDENCIA;4;12;;;2018;17001 - Manizales
F59X - SINDROMES DEL COMPORTAMIENTO ASOCIADOS CON ALTERACIONES FISIOLOGICAS Y FACTORES FISICOS, NO ESPECIFICADOS;1;3;;;2018;17001 - Manizales
F600 - TRASTORNO PARANOIDE DE LA PERSONALIDAD;;;;;2018;17001 - Manizales
F601 - TRASTORNO ESQUIZOIDE DE LA PERSONALIDAD;;5;;;2018;17001 - Manizales
F602 - TRASTORNO ASOCIAL DE LA PERSONALIDAD;2;4;;;2018;17001 - Manizales
F603 - TRASTORNO DE LA PERSONALIDAD EMOCIONALMENTE INESTABLE;26;10;;;2018;17001 - Manizales
F604 - TRASTORNO HISTRIONICO DE LA PERSONALIDAD;;;;;2018;17001 - Manizales
F605 - TRASTORNO ANANCASTICO DE LA PERSONALIDAD;1;1;;;2018;17001 - Manizales
F606 - TRASTORNO DE LA PERSONALIDAD ANSIOSA (EVASIVA, ELUSIVA);3;1;;;2018;17001 - Manizales
F607 - TRASTORNO DE LA PERSONALIDAD DEPENDIENTE;2;2;;;2018;17001 - Manizales
F608 - OTROS TRASTORNOS ESPECIFICOS DE LA PERSONALIDAD;6;9;;;2018;17001 - Manizales
F609 - TRASTORNO DE LA PERSONALIDAD, NO ESPECIFICADO;9;16;;;2018;17001 - Manizales
F61X - TRASTORNOS MIXTOS Y OTROS TRASTORNOS DE LA PERSONALIDAD;3;;;;2018;17001 - Manizales
F620 - CAMBIO PERDURABLE DE LA PERSONALIDAD DESPUES DE UNA EXPERIENCIA CATASTROFICA;;1;;;2018;17001 - Manizales
F621 - CAMBIO PERDURABLE DE LA PERSONALIDAD CONSECUTIVO A UNA ENFERMEDAD PSIQUIATRICA;;;;;2018;17001 - Manizales
F628 - OTROS CAMBIOS PERDURABLES DE LA PERSONALIDAD;3;2;;;2018;17001 - Manizales
F629 - CAMBIO PERDURABLE DE LA PERSONALIDAD, NO ESPECIFICADO;;1;;;2018;17001 - Manizales
F630 - JUEGO PATOLOGICO;1;19;;;2018;17001 - Manizales
F631 - PIROMANIA;1;1;;;2018;17001 - Manizales
F632 - HURTO PATOLOGICO (CLEPTOMANIA);2;3;;;2018;17001 - Manizales
F633 - TRICOTILOMANIA;5;2;;;2018;17001 - Manizales
F638 - OTROS TRASTORNOS DE LOS HABITOS Y DE LOS IMPULSOS;7;27;;;2018;17001 - Manizales
F639 - TRASTORNO DE LOS HABITOS Y DE LOS IMPULSOS, NO ESPECIFICADO;1;9;;;2018;17001 - Manizales
F640 - TRANSEXUALISMO;11;10;;;2018;17001 - Manizales
F642 - TRASTORNO DE LA IDENTIDAD DE GENERO EN LA NIÑEZ;;;;;2018;17001 - Manizales
F648 - OTROS TRASTORNOS DE LA IDENTIDAD DE GENERO;7;7;;;2018;17001 - Manizales
F649 - TRASTORNO DE LA IDENTIDAD DE GENERO, NO ESPECIFICADO;8;11;;;2018;17001 - Manizales
F650 - FETICHISMO;;;;;2018;17001 - Manizales
F652 - EXHIBICIONISMO;;1;;;2018;17001 - Manizales
F653 - VOYEURISMO;;;;;2018;17001 - Manizales
F654 - PEDOFILIA;;1;;;2018;17001 - Manizales
F656 - TRASTORNOS MULTIPLES DE LA PREFERENCIA SEXUAL;;;;;2018;17001 - Manizales
F658 - OTROS TRASTORNOS DE LA PREFERENCIA SEXUAL;1;;;;2018;17001 - Manizales
F659 - TRASTORNO DE LA PREFERENCIA SEXUAL, NO ESPECIFICADO;;1;;;2018;17001 - Manizales
F660 - TRASTORNO DE LA MADURACION SEXUAL;;2;;;2018;17001 - Manizales
F661 - ORIENTACION SEXUAL EGODISTONICA;1;;;;2018;17001 - Manizales
F662 - TRASTORNO DE LA RELACION SEXUAL;6;32;;;2018;17001 - Manizales
F668 - OTROS TRASTORNOS DEL DESARROLLO PSICOSEXUAL;1;1;;;2018;17001 - Manizales
F669 - TRASTORNO DEL DESARROLLO PSICOSEXUAL, NO ESPECIFICADO;;;;;2018;17001 - Manizales
F680 - ELABORACION DE SINTOMAS FISICOS POR CAUSAS PSICOLOGICAS;1;2;;;2018;17001 - Manizales
F681 - PRODUCCION INTENCIONAL O SIMULACION DE SINTOMAS O DE INCAPACIDADES, TANTO FISICAS COMO PSICOLOGICAS [TRASTORNO FACTICIO];1;;;;2018;17001 - Manizales
F688 - OTROS TRASTORNOS ESPECIFICADOS DE LA PERSONALIDAD Y DEL COMPORTAMIENTO EN ADULTOS;11;15;;;2018;17001 - Manizales
F69X - TRASTORNO DE LA PERSONALIDAD Y DEL COMPORTAMIENTO EN ADULTOS, NO ESPECIFICADO;6;4;;;2018;17001 - Manizales
F700 - RETRASO MENTAL LEVE: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;56;53;;1;2018;17001 - Manizales
F701 - RETRASO MENTAL LEVE: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;69;105;;1;2018;17001 - Manizales
F708 - RETRASO MENTAL LEVE: OTROS DETERIOROS DEL COMPORTAMIENTO;5;12;;;2018;17001 - Manizales
F709 - RETRASO MENTAL LEVE: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;28;38;;;2018;17001 - Manizales
F710 - RETRASO MENTAL MODERADO: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;27;25;;;2018;17001 - Manizales
F711 - RETRASO MENTAL MODERADO: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;66;105;;;2018;17001 - Manizales
F718 - RETRASO MENTAL MODERADO: OTROS DETERIOROS DEL COMPORTAMIENTO;10;9;;;2018;17001 - Manizales
F719 - RETRASO MENTAL MODERADO: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;19;22;;;2018;17001 - Manizales
F720 - RETRASO MENTAL GRAVE: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;7;10;;;2018;17001 - Manizales
F721 - RETRASO MENTAL GRAVE: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;30;56;;;2018;17001 - Manizales
F728 - RETRASO MENTAL GRAVE: OTROS DETERIOROS DEL COMPORTAMIENTO;6;4;;;2018;17001 - Manizales
F729 - RETRASO MENTAL GRAVE: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;14;15;;;2018;17001 - Manizales
F730 - RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;2;1;;;2018;17001 - Manizales
F731 - RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;4;3;;;2018;17001 - Manizales
F738 - RETRASO MENTAL PROFUNDO: OTROS DETERIOROS DEL COMPORTAMIENTO;;3;;;2018;17001 - Manizales
F739 - RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;3;3;;;2018;17001 - Manizales
F780 - OTROS TIPOS DE RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;4;1;;;2018;17001 - Manizales
F781 - OTROS TIPOS DE RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;1;2;;;2018;17001 - Manizales
F788 - OTROS TIPOS DE RETRASO MENTAL PROFUNDO: OTROS DETERIOROS DEL COMPORTAMIENTO;3;2;;;2018;17001 - Manizales
F789 - OTROS TIPOS DE RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;6;4;;;2018;17001 - Manizales
F790 - RETRASO MENTAL, NO ESPECIFICADO: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;13;4;;;2018;17001 - Manizales
F791 - RETRASO MENTAL, NO ESPECIFICADO: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;25;28;;;2018;17001 - Manizales
F798 - RETRASO MENTAL, NO ESPECIFICADO: OTROS DETERIOROS DEL COMPORTAMIENTO;20;15;;;2018;17001 - Manizales
F799 - RETRASO MENTAL, NO ESPECIFICADO: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;25;29;;;2018;17001 - Manizales
F800 - TRASTORNO ESPECIFICO DE LA PRONUNCIACION;52;128;;;2018;17001 - Manizales
F801 - TRASTORNO DEL LENGUAJE EXPRESIVO;60;118;;;2018;17001 - Manizales
F802 - TRASTORNO DE LA RECEPCION DEL LENGUAJE;1;2;;;2018;17001 - Manizales
F803 - AFASIA ADQUIRIDA CON EPILEPSIA [LANDAU-KLEFFNER];;1;;;2018;17001 - Manizales
F808 - OTROS TRASTORNOS DEL DESARROLLO DEL HABLA Y DEL LENGUAJE;91;163;;;2018;17001 - Manizales
F809 - TRASTORNO DEL DESARROLLO DEL HABLA Y DEL LENGUAJE NO ESPECIFICADO;87;155;;;2018;17001 - Manizales
F810 - TRASTORNO ESPECIFICO DE LA LECTURA;8;3;;;2018;17001 - Manizales
F811 - TRASTORNO ESPECIFICO DEL DELETREO (ORTOGRAFIA);1;;;;2018;17001 - Manizales
F812 - TRASTORNO ESPECIFICO DE LAS HABILIDADES ARITMETICAS;;3;;;2018;17001 - Manizales
F813 - TRASTORNO MIXTO DE LAS HABILIDADES ESCOLARES;74;121;;;2018;17001 - Manizales
F818 - OTROS TRASTORNOS DEL DESARROLLO DE LAS HABILIDADES ESCOLARES;141;207;;;2018;17001 - Manizales
F819 - TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO;116;171;;;2018;17001 - Manizales
F82X - TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ;22;23;;;2018;17001 - Manizales
F83X - TRASTORNOS ESPECIFICOS MIXTOS DEL DESARROLLO;34;41;;;2018;17001 - Manizales
F840 - AUTISMO EN LA NIÑEZ;17;51;;;2018;17001 - Manizales
F841 - AUTISMO ATIPICO;4;19;;;2018;17001 - Manizales
F842 - SINDROME DE RETT;1;1;;;2018;17001 - Manizales
F843 - OTRO TRASTORNO DESINTEGRATIVO DE LA NIÑEZ;;4;;;2018;17001 - Manizales
F844 - TRASTORNO HIPERACTIVO ASOCIADO CON RETRASO MENTAL Y MOVIMIENTOS ESTEREOTIPADOS;;;;;2018;17001 - Manizales
F845 - SINDROME DE ASPERGER;2;41;;;2018;17001 - Manizales
F848 - OTROS TRASTORNOS GENERALIZADOS DEL DESARROLLO;15;30;;;2018;17001 - Manizales
F849 - TRASTORNO GENERALIZADO DEL DESARROLLO NO ESPECIFICADO;10;24;;;2018;17001 - Manizales
F88X - OTROS TRASTORNOS DEL DESARROLLO PSICOLOGICO;32;24;;;2018;17001 - Manizales
F89X - TRASTORNO DEL DESARROLLO PSICOLOGICO, NO ESPECIFICADO;7;13;;;2018;17001 - Manizales
F900 - PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION;381;1.201;1;3;2018;17001 - Manizales
F901 - TRASTORNO HIPERCINETICO DE LA CONDUCTA;112;400;;1;2018;17001 - Manizales
F908 - OTROS TRASTORNOS HIPERCINETICOS;16;35;;;2018;17001 - Manizales
F909 - TRASTORNO HIPERCINETICO, NO ESPECIFICADO;10;35;;;2018;17001 - Manizales
F910 - TRASTORNO DE LA CONDUCTA LIMITADO AL CONTEXTO FAMILIAR;35;30;;;2018;17001 - Manizales
F911 - TRASTORNO DE LA CONDUCTA INSOCIABLE;1;7;;;2018;17001 - Manizales
F912 - TRASTORNO DE LA CONDUCTA SOCIABLE;3;6;;;2018;17001 - Manizales
F913 - TRASTORNO OPOSITOR DESAFIANTE;7;23;;;2018;17001 - Manizales
F918 - OTROS TRASTORNOS DE LA CONDUCTA;163;350;;;2018;17001 - Manizales
F919 - TRASTORNO DE LA CONDUCTA, NO ESPECIFICADO;251;505;;1;2018;17001 - Manizales
F920 - TRASTORNO DEPRESIVO DE LA CONDUCTA;21;10;;;2018;17001 - Manizales
F928 - OTROS TRASTORNOS MIXTOS DE LA CONDUCTA Y DE LAS EMOCIONES;38;35;;;2018;17001 - Manizales
F929 - TRASTORNO MIXTO DE LA CONDUCTA Y DE LAS EMOCIONES, NO ESPECIFICADO;117;86;;;2018;17001 - Manizales
F930 - TRASTORNO DE ANSIEDAD DE SEPARACION EN LA NIÑEZ;8;13;;;2018;17001 - Manizales
F931 - TRASTORNO DE ANSIEDAD FOBICA EN LA NIÑEZ;2;2;;;2018;17001 - Manizales
F932 - TRASTORNO DE ANSIEDAD SOCIAL EN LA NIÑEZ;9;7;;;2018;17001 - Manizales
F933 - TRASTORNO DE RIVALIDAD ENTRE HERMANOS;1;3;;;2018;17001 - Manizales
F938 - OTROS TRASTORNOS EMOCIONALES EN LA NIÑEZ;16;27;;;2018;17001 - Manizales
F939 - TRASTORNO EMOCIONAL EN LA NIÑEZ, NO ESPECIFICADO;8;15;;;2018;17001 - Manizales
F940 - MUTISMO ELECTIVO;5;2;;;2018;17001 - Manizales
F941 - TRASTORNO DE VINCULACION REACTIVA EN LA NIÑEZ;2;;;;2018;17001 - Manizales
F948 - OTROS TRASTORNOS DEL COMPORTAMIENTO SOCIAL EN LA NIÑEZ;66;87;;1;2018;17001 - Manizales
F949 - TRASTORNO DEL COMPORTAMIENTO SOCIAL EN LA NIÑEZ, NO ESPECIFICADO;58;65;;;2018;17001 - Manizales
F950 - TRASTORNO POR TIC TRANSITORIO;;2;;;2018;17001 - Manizales
F951 - TRASTORNO POR TIC MOTOR O VOCAL CRONICO;;1;;;2018;17001 - Manizales
F952 - TRASTORNOS POR TICS MOTORES Y VOCALES MULTIPLES COMBINADOS [DE LA TOURETTE];3;5;;;2018;17001 - Manizales
F958 - OTROS TRASTORNOS POR TIC;8;4;;;2018;17001 - Manizales
F959 - TRASTORNO POR TIC, NO ESPECIFICADO;3;1;;;2018;17001 - Manizales
F980 - ENURESIS NO ORGANICA;34;48;;;2018;17001 - Manizales
F981 - ECOPRESIS NO ORGANICA;3;12;;;2018;17001 - Manizales
F982 - TRASTORNO DE LA INGESTION ALIMENTARIA EN LA INFANCIA Y EN LA NIÑEZ;11;5;;;2018;17001 - Manizales
F983 - PICA EN LA INFANCIA Y LA NIÑEZ;;;;;2018;17001 - Manizales
F984 - TRASTORNOS DE LOS MOVIMIENTOS ESTEREOTIPADOS;1;1;;;2018;17001 - Manizales
F985 - TARTAMUDEZ [ESPASMOFEMIA];6;14;;;2018;17001 - Manizales
F986 - FARFULLEO;;;;;2018;17001 - Manizales
F988 - OTROS TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO QUE APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;57;62;;;2018;17001 - Manizales
F989 - TRASTORNOS NO ESPECIFICADOS, EMOCIONALES Y DEL COMPORTAMIENTO, QUE APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;70;73;;;2018;17001 - Manizales
F99X - TRASTORNO MENTAL, NO ESPECIFICADO;9;10;;;2018;17001 - Manizales
F001 - DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, DE COMIENZO TARDIO (G30.1†);3;1;;;2018;17013 - Aguadas
F002 - DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, ATIPICA O DE TIPO MIXTO (G30.8†);1;1;;;2018;17013 - Aguadas
F009 - DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, NO ESPECIFICADA (G30.9†);2;;;;2018;17013 - Aguadas
F013 - DEMENCIA VASCULAR MIXTA, CORTICAL Y SUBCORTICAL;;;;;2018;17013 - Aguadas
F018 - OTRAS DEMENCIAS VASCULARES;;1;;;2018;17013 - Aguadas
F019 - DEMENCIA VASCULAR, NO ESPECIFICADA;;;;;2018;17013 - Aguadas
F020 - DEMENCIA EN LA ENFERMEDAD DE PICK (G31.0†);;;;;2018;17013 - Aguadas
F023 - DEMENCIA EN LA ENFERMEDAD DE PARKINSON (G20†);;;;;2018;17013 - Aguadas
F024 - DEMENCIA EN LA ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH] (B22.0†);;;;;2018;17013 - Aguadas
F028 - DEMENCIA EN OTRAS ENFERMEDADES ESPECIFICADAS CLASIFICADAS EN OTRA PARTE;1;;;;2018;17013 - Aguadas
F03X - DEMENCIA , NO ESPECIFICADA;16;10;;;2018;17013 - Aguadas
F050 - DELIRIO NO SUPERPUESTO A UN CUADRO DE DEMENCIA, ASI DESCRITO;;2;;;2018;17013 - Aguadas
F051 - DELIRIO SUPERPUESTO A UN CUADRO DE DEMENCIA;1;1;;;2018;17013 - Aguadas
F058 - OTROS DELIRIOS;1;;;;2018;17013 - Aguadas
F059 - DELIRIO, NO ESPECIFICADO;6;1;;;2018;17013 - Aguadas
F063 - TRASTORNOS DEL HUMOR [AFECTIVOS], ORGANICOS;;1;;;2018;17013 - Aguadas
F064 - TRASTORNO DE ANSIEDAD, ORGANICO;3;;;;2018;17013 - Aguadas
F067 - TRASTORNO COGNOSCITIVO LEVE;6;4;;;2018;17013 - Aguadas
F068 - OTROS TRASTORNOS MENTALES ESPECIFICADOS DEBIDOS A LESION Y DISFUNCION CEREBRAL Y A ENFERMEDAD FISICA;1;1;;;2018;17013 - Aguadas
F069 - TRASTORNO MENTAL NO ESPECIFICADO DEBIDO A LESION Y DISFUNCION CEREBRAL Y A ENFERMEDAD FISICA;;2;;;2018;17013 - Aguadas
F070 - TRASTORNO DE LA PERSONALIDAD, ORGANICO;;1;;;2018;17013 - Aguadas
