Atención;FEMENINO;MASCULINO;NO DEFINIDO;NR - NO REPORTADO;Año
F420 - PREDOMINIO DE PENSAMIENTOS O RUMIACIONES OBSESIVAS;3;1;;;2018
F421 - PREDOMINIO DE ACTOS COMPULSIVOS [RITUALES OBSESIVOS];2;1;;;2018
F422 - ACTOS E IDEAS OBSESIVAS MIXTOS;4;3;;;2018
F428 - OTROS TRASTORNOS OBSESIVO-COMPULSIVOS;12;14;;;2018
F429 - TRASTORNO OBSESIVO-COMPULSIVO, NO ESPECIFICADO;46;40;;;2018
F430 - REACCION AL ESTRÉS AGUDO;68;28;;;2018
F431 - TRASTORNO DE ESTRÉS POSTRAUMATICO;32;47;;;2018
F432 - TRASTORNOS DE ADAPTACION;555;304;;;2018
F438 - OTRAS REACCIONES AL ESTRÉS GRAVE;6;9;;;2018
F439 - REACCION AL ESTRÉS GRAVE, NO ESPECIFICADA;8;7;;;2018
F440 - AMNESIA DISOCIATIVA;3;3;;;2018
F441 - FUGA DISOCIATIVA;;;;;2018
F442 - ESTUPOR DISOCIATIVO;;;;;2018
F443 - TRASTORNOS DE TRANCE Y DE POSESION;;;;;2018
F444 - TRASTORNOS DISOCIATIVOS DEL MOVIMIENTO;1;2;;;2018
F445 - CONVULSIONES DISOCIATIVAS;8;10;;;2018
F446 - ANESTESIA DISOCIATIVA Y PERDIDA SENSORIAL;;2;;;2018
F447 - TRASTORNOS DISOCIATIVOS MIXTOS [Y DE CONVERSION];4;9;;;2018
F448 - OTROS TRASTORNOS DISOCIATIVOS [DE CONVERSION];8;2;;;2018
F449 - TRASTORNO DISOCIATIVO [DE CONVERSION], NO ESPECIFICADO;11;8;;;2018
F450 - TRASTORNO DE SOMATIZACION;10;3;;;2018
F451 - TRASTORNO SOMATOMORFO INDIFERENCIADO;13;16;;;2018
F452 - TRASTORNO HIPOCONDRIACO;1;2;;;2018
F453 - DISFUNCION AUTONOMICA SOMATOMORFA;3;;;;2018
F454 - TRASTORNO DE DOLOR PERSISTENTE SOMATOMORFO;86;12;;;2018
F458 - OTROS TRASTORNOS SOMATOMORFOS;2;3;;;2018
F459 - TRASTORNO SOMATOMORFO, NO ESPECIFICADO;14;5;;;2018
F480 - NEURASTENIA;6;4;;;2018
F481 - SINDROME DE DESPERSONALIZACION Y DESVINCULACION DE LA REALIDAD;;2;;;2018
F488 - OTROS TRASTORNOS NEUROTICOS ESPECIFICADOS;;;;;2018
F489 - TRASTORNO NEUROTICO, NO ESPECIFICADO;4;;;;2018
F500 - ANOREXIA NERVIOSA;8;;;;2018
F501 - ANOREXIA NERVIOSA ATIPICA;1;;;;2018
F502 - BULIMIA NERVIOSA;9;1;;;2018
F503 - BULIMIA NERVIOSA ATIPICA;;;;;2018
F504 - HIPERFAGIA ASOCIADA CON OTRAS ALTERACIONES PSICOLOGICAS;;;;;2018
F505 - VOMITOS ASOCIADOS CON OTRAS ALTERACIONES PSICOLOGICAS;;2;;;2018
F508 - OTROS TRASTORNOS DE LA INGESTION DE ALIMENTOS;28;23;;;2018
F509 - TRASTORNO DE LA INGESTION DE ALIMENTOS, NO ESPECIFICADO;18;9;;;2018
F510 - INSOMNIO NO ORGANICO;233;170;;;2018
F511 - HIPERSOMNIO NO ORGANICO;6;4;;;2018
F512 - TRASTORNO NO ORGANICO DEL CICLO SUEÑO-VIGILIA;7;3;;;2018
F513 - SONAMBULISMO;2;5;;;2018
F514 - TERRORES DEL SUEÑO [TERRORES NOCTURNOS];15;7;;;2018
F515 - PESADILLAS;1;;;;2018
F518 - OTROS TRASTORNOS NO ORGANICOS DEL SUEÑO;3;3;;;2018
F519 - TRASTORNO NO ORGANICO DEL SUEÑO, NO ESPECIFICADO;7;5;;;2018
F520 - FALTA O PERDIDA DEL DESEO SEXUAL;32;37;;;2018
F521 - AVERSION AL SEXO Y FALTA DE GOCE SEXUAL;4;3;;;2018
F522 - FALLA DE LA RESPUESTA GENITAL;6;24;;;2018
F523 - DISFUNCION ORGASMICA;4;28;;;2018
F524 - EYACULACION PRECOZ;1;69;;;2018
F525 - VAGINISMO NO ORGANICO;4;;;;2018
F526 - DISPAREUNIA NO ORGANICA;10;;;;2018
F527 - IMPULSO SEXUAL EXCESIVO;;;;;2018
F528 - OTRAS DISFUNCIONES SEXUALES, NO OCASIONADAS POR TRASTORNO NI POR ENFERMEDAD ORGANICOS;3;38;;;2018
F529 - DISFUNCION SEXUAL, NO OCASIONADA POR TRASTORNO NI POR ENFERMEDAD ORGANICOS, NO ESPECIFICADA;8;117;;;2018
F530 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO LEVES, ASOCIADOS CON EL PUERPERIO, NO CLASIFICADOS EN OTRA PARTE;1;;;;2018
F531 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO GRAVES, ASOCIADOS CON EL PUERPERIO, NO CLASIFICADOS EN OTRA PARTE;1;;;;2018
F538 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO ASOCIADOS CON EL PUERPERIO, NO CLASIFICADOS EN OTRA PARTE;;;;;2018
F539 - TRASTORNO MENTAL PUERPERAL, NO ESPECIFICADO;;;;;2018
F54X - FACTORES PSICOLOGICOS Y DEL COMPORTAMIENTO ASOCIADOS CON TRASTORNOS O ENFERMEDADES CLASIFICADOS EN OTRA PARTE;6;8;;;2018
F55X - ABUSO DE SUSTANCIAS QUE NO PRODUCEN DEPENDENCIA;4;12;;;2018
F59X - SINDROMES DEL COMPORTAMIENTO ASOCIADOS CON ALTERACIONES FISIOLOGICAS Y FACTORES FISICOS, NO ESPECIFICADOS;1;3;;;2018
F600 - TRASTORNO PARANOIDE DE LA PERSONALIDAD;;;;;2018
F601 - TRASTORNO ESQUIZOIDE DE LA PERSONALIDAD;;5;;;2018
F602 - TRASTORNO ASOCIAL DE LA PERSONALIDAD;2;4;;;2018
F603 - TRASTORNO DE LA PERSONALIDAD EMOCIONALMENTE INESTABLE;26;10;;;2018
F604 - TRASTORNO HISTRIONICO DE LA PERSONALIDAD;;;;;2018
F605 - TRASTORNO ANANCASTICO DE LA PERSONALIDAD;1;1;;;2018
F606 - TRASTORNO DE LA PERSONALIDAD ANSIOSA (EVASIVA, ELUSIVA);3;1;;;2018
F607 - TRASTORNO DE LA PERSONALIDAD DEPENDIENTE;2;2;;;2018
F608 - OTROS TRASTORNOS ESPECIFICOS DE LA PERSONALIDAD;6;9;;;2018
F609 - TRASTORNO DE LA PERSONALIDAD, NO ESPECIFICADO;9;16;;;2018
F61X - TRASTORNOS MIXTOS Y OTROS TRASTORNOS DE LA PERSONALIDAD;3;;;;2018
F620 - CAMBIO PERDURABLE DE LA PERSONALIDAD DESPUES DE UNA EXPERIENCIA CATASTROFICA;;1;;;2018
F621 - CAMBIO PERDURABLE DE LA PERSONALIDAD CONSECUTIVO A UNA ENFERMEDAD PSIQUIATRICA;;;;;2018
F628 - OTROS CAMBIOS PERDURABLES DE LA PERSONALIDAD;3;2;;;2018
F629 - CAMBIO PERDURABLE DE LA PERSONALIDAD, NO ESPECIFICADO;;1;;;2018
F630 - JUEGO PATOLOGICO;1;19;;;2018
F631 - PIROMANIA;1;1;;;2018
F632 - HURTO PATOLOGICO (CLEPTOMANIA);2;3;;;2018
F633 - TRICOTILOMANIA;5;2;;;2018
F638 - OTROS TRASTORNOS DE LOS HABITOS Y DE LOS IMPULSOS;7;27;;;2018
F639 - TRASTORNO DE LOS HABITOS Y DE LOS IMPULSOS, NO ESPECIFICADO;1;9;;;2018
F640 - TRANSEXUALISMO;11;10;;;2018
F642 - TRASTORNO DE LA IDENTIDAD DE GENERO EN LA NIÑEZ;;;;;2018
F648 - OTROS TRASTORNOS DE LA IDENTIDAD DE GENERO;7;7;;;2018
F649 - TRASTORNO DE LA IDENTIDAD DE GENERO, NO ESPECIFICADO;8;11;;;2018
F650 - FETICHISMO;;;;;2018
F652 - EXHIBICIONISMO;;1;;;2018
F653 - VOYEURISMO;;;;;2018
F654 - PEDOFILIA;;1;;;2018
F656 - TRASTORNOS MULTIPLES DE LA PREFERENCIA SEXUAL;;;;;2018
F658 - OTROS TRASTORNOS DE LA PREFERENCIA SEXUAL;1;;;;2018
F659 - TRASTORNO DE LA PREFERENCIA SEXUAL, NO ESPECIFICADO;;1;;;2018
F660 - TRASTORNO DE LA MADURACION SEXUAL;;2;;;2018
F661 - ORIENTACION SEXUAL EGODISTONICA;1;;;;2018
F662 - TRASTORNO DE LA RELACION SEXUAL;6;32;;;2018
F668 - OTROS TRASTORNOS DEL DESARROLLO PSICOSEXUAL;1;1;;;2018
F669 - TRASTORNO DEL DESARROLLO PSICOSEXUAL, NO ESPECIFICADO;;;;;2018
F680 - ELABORACION DE SINTOMAS FISICOS POR CAUSAS PSICOLOGICAS;1;2;;;2018
F681 - PRODUCCION INTENCIONAL O SIMULACION DE SINTOMAS O DE INCAPACIDADES, TANTO FISICAS COMO PSICOLOGICAS [TRASTORNO FACTICIO];1;;;;2018
F688 - OTROS TRASTORNOS ESPECIFICADOS DE LA PERSONALIDAD Y DEL COMPORTAMIENTO EN ADULTOS;11;15;;;2018
F69X - TRASTORNO DE LA PERSONALIDAD Y DEL COMPORTAMIENTO EN ADULTOS, NO ESPECIFICADO;6;4;;;2018
F700 - RETRASO MENTAL LEVE: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;56;53;;1;2018
F701 - RETRASO MENTAL LEVE: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;69;105;;1;2018
F708 - RETRASO MENTAL LEVE: OTROS DETERIOROS DEL COMPORTAMIENTO;5;12;;;2018
F709 - RETRASO MENTAL LEVE: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;28;38;;;2018
F710 - RETRASO MENTAL MODERADO: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;27;25;;;2018
F711 - RETRASO MENTAL MODERADO: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;66;105;;;2018
F718 - RETRASO MENTAL MODERADO: OTROS DETERIOROS DEL COMPORTAMIENTO;10;9;;;2018
F719 - RETRASO MENTAL MODERADO: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;19;22;;;2018
F720 - RETRASO MENTAL GRAVE: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;7;10;;;2018
F721 - RETRASO MENTAL GRAVE: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;30;56;;;2018
F728 - RETRASO MENTAL GRAVE: OTROS DETERIOROS DEL COMPORTAMIENTO;6;4;;;2018
F729 - RETRASO MENTAL GRAVE: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;14;15;;;2018
F730 - RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;2;1;;;2018
F731 - RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;4;3;;;2018
F738 - RETRASO MENTAL PROFUNDO: OTROS DETERIOROS DEL COMPORTAMIENTO;;3;;;2018
F739 - RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;3;3;;;2018
F780 - OTROS TIPOS DE RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;4;1;;;2018
F781 - OTROS TIPOS DE RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;1;2;;;2018
F788 - OTROS TIPOS DE RETRASO MENTAL PROFUNDO: OTROS DETERIOROS DEL COMPORTAMIENTO;3;2;;;2018
F789 - OTROS TIPOS DE RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;6;4;;;2018
F790 - RETRASO MENTAL, NO ESPECIFICADO: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;13;4;;;2018
F791 - RETRASO MENTAL, NO ESPECIFICADO: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;25;28;;;2018
F798 - RETRASO MENTAL, NO ESPECIFICADO: OTROS DETERIOROS DEL COMPORTAMIENTO;20;15;;;2018
F799 - RETRASO MENTAL, NO ESPECIFICADO: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;25;29;;;2018
F800 - TRASTORNO ESPECIFICO DE LA PRONUNCIACION;52;128;;;2018
F801 - TRASTORNO DEL LENGUAJE EXPRESIVO;60;118;;;2018
F802 - TRASTORNO DE LA RECEPCION DEL LENGUAJE;1;2;;;2018
F803 - AFASIA ADQUIRIDA CON EPILEPSIA [LANDAU-KLEFFNER];;1;;;2018
F808 - OTROS TRASTORNOS DEL DESARROLLO DEL HABLA Y DEL LENGUAJE;91;163;;;2018
F809 - TRASTORNO DEL DESARROLLO DEL HABLA Y DEL LENGUAJE NO ESPECIFICADO;87;155;;;2018
F810 - TRASTORNO ESPECIFICO DE LA LECTURA;8;3;;;2018
F811 - TRASTORNO ESPECIFICO DEL DELETREO (ORTOGRAFIA);1;;;;2018
F812 - TRASTORNO ESPECIFICO DE LAS HABILIDADES ARITMETICAS;;3;;;2018
F813 - TRASTORNO MIXTO DE LAS HABILIDADES ESCOLARES;74;121;;;2018
F818 - OTROS TRASTORNOS DEL DESARROLLO DE LAS HABILIDADES ESCOLARES;141;207;;;2018
F819 - TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO;116;171;;;2018
F82X - TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ;22;23;;;2018
F83X - TRASTORNOS ESPECIFICOS MIXTOS DEL DESARROLLO;34;41;;;2018
F840 - AUTISMO EN LA NIÑEZ;17;51;;;2018
F841 - AUTISMO ATIPICO;4;19;;;2018
F842 - SINDROME DE RETT;1;1;;;2018
F843 - OTRO TRASTORNO DESINTEGRATIVO DE LA NIÑEZ;;4;;;2018
F844 - TRASTORNO HIPERACTIVO ASOCIADO CON RETRASO MENTAL Y MOVIMIENTOS ESTEREOTIPADOS;;;;;2018
F845 - SINDROME DE ASPERGER;2;41;;;2018
F848 - OTROS TRASTORNOS GENERALIZADOS DEL DESARROLLO;15;30;;;2018
F849 - TRASTORNO GENERALIZADO DEL DESARROLLO NO ESPECIFICADO;10;24;;;2018
F88X - OTROS TRASTORNOS DEL DESARROLLO PSICOLOGICO;32;24;;;2018
F89X - TRASTORNO DEL DESARROLLO PSICOLOGICO, NO ESPECIFICADO;7;13;;;2018
F900 - PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION;381;1.201;1;3;2018
F901 - TRASTORNO HIPERCINETICO DE LA CONDUCTA;112;400;;1;2018
F908 - OTROS TRASTORNOS HIPERCINETICOS;16;35;;;2018
F909 - TRASTORNO HIPERCINETICO, NO ESPECIFICADO;10;35;;;2018
F910 - TRASTORNO DE LA CONDUCTA LIMITADO AL CONTEXTO FAMILIAR;35;30;;;2018
F911 - TRASTORNO DE LA CONDUCTA INSOCIABLE;1;7;;;2018
F912 - TRASTORNO DE LA CONDUCTA SOCIABLE;3;6;;;2018
F913 - TRASTORNO OPOSITOR DESAFIANTE;7;23;;;2018
F918 - OTROS TRASTORNOS DE LA CONDUCTA;163;350;;;2018
F919 - TRASTORNO DE LA CONDUCTA, NO ESPECIFICADO;251;505;;1;2018
F920 - TRASTORNO DEPRESIVO DE LA CONDUCTA;21;10;;;2018
F928 - OTROS TRASTORNOS MIXTOS DE LA CONDUCTA Y DE LAS EMOCIONES;38;35;;;2018
F929 - TRASTORNO MIXTO DE LA CONDUCTA Y DE LAS EMOCIONES, NO ESPECIFICADO;117;86;;;2018
F930 - TRASTORNO DE ANSIEDAD DE SEPARACION EN LA NIÑEZ;8;13;;;2018
F931 - TRASTORNO DE ANSIEDAD FOBICA EN LA NIÑEZ;2;2;;;2018
F932 - TRASTORNO DE ANSIEDAD SOCIAL EN LA NIÑEZ;9;7;;;2018
F933 - TRASTORNO DE RIVALIDAD ENTRE HERMANOS;1;3;;;2018
F938 - OTROS TRASTORNOS EMOCIONALES EN LA NIÑEZ;16;27;;;2018
F939 - TRASTORNO EMOCIONAL EN LA NIÑEZ, NO ESPECIFICADO;8;15;;;2018
F940 - MUTISMO ELECTIVO;5;2;;;2018
F941 - TRASTORNO DE VINCULACION REACTIVA EN LA NIÑEZ;2;;;;2018
F948 - OTROS TRASTORNOS DEL COMPORTAMIENTO SOCIAL EN LA NIÑEZ;66;87;;1;2018
F949 - TRASTORNO DEL COMPORTAMIENTO SOCIAL EN LA NIÑEZ, NO ESPECIFICADO;58;65;;;2018
F950 - TRASTORNO POR TIC TRANSITORIO;;2;;;2018
F951 - TRASTORNO POR TIC MOTOR O VOCAL CRONICO;;1;;;2018
F952 - TRASTORNOS POR TICS MOTORES Y VOCALES MULTIPLES COMBINADOS [DE LA TOURETTE];3;5;;;2018
F958 - OTROS TRASTORNOS POR TIC;8;4;;;2018
F959 - TRASTORNO POR TIC, NO ESPECIFICADO;3;1;;;2018
F980 - ENURESIS NO ORGANICA;34;48;;;2018
F981 - ECOPRESIS NO ORGANICA;3;12;;;2018
F982 - TRASTORNO DE LA INGESTION ALIMENTARIA EN LA INFANCIA Y EN LA NIÑEZ;11;5;;;2018
F983 - PICA EN LA INFANCIA Y LA NIÑEZ;;;;;2018
F984 - TRASTORNOS DE LOS MOVIMIENTOS ESTEREOTIPADOS;1;1;;;2018
F985 - TARTAMUDEZ [ESPASMOFEMIA];6;14;;;2018
F986 - FARFULLEO;;;;;2018
F988 - OTROS TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO QUE APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;57;62;;;2018
F989 - TRASTORNOS NO ESPECIFICADOS, EMOCIONALES Y DEL COMPORTAMIENTO, QUE APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;70;73;;;2018
F99X - TRASTORNO MENTAL, NO ESPECIFICADO;9;10;;;2018
17013 - Aguadas;404;282;;;2018
F001 - DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, DE COMIENZO TARDIO (G30.1†);3;1;;;2018
F002 - DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, ATIPICA O DE TIPO MIXTO (G30.8†);1;1;;;2018
F009 - DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, NO ESPECIFICADA (G30.9†);2;;;;2018
F013 - DEMENCIA VASCULAR MIXTA, CORTICAL Y SUBCORTICAL;;;;;2018
F018 - OTRAS DEMENCIAS VASCULARES;;1;;;2018
F019 - DEMENCIA VASCULAR, NO ESPECIFICADA;;;;;2018
F020 - DEMENCIA EN LA ENFERMEDAD DE PICK (G31.0†);;;;;2018
F023 - DEMENCIA EN LA ENFERMEDAD DE PARKINSON (G20†);;;;;2018
F024 - DEMENCIA EN LA ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH] (B22.0†);;;;;2018
F028 - DEMENCIA EN OTRAS ENFERMEDADES ESPECIFICADAS CLASIFICADAS EN OTRA PARTE;1;;;;2018
F03X - DEMENCIA , NO ESPECIFICADA;16;10;;;2018
F050 - DELIRIO NO SUPERPUESTO A UN CUADRO DE DEMENCIA, ASI DESCRITO;;2;;;2018
F051 - DELIRIO SUPERPUESTO A UN CUADRO DE DEMENCIA;1;1;;;2018
F058 - OTROS DELIRIOS;1;;;;2018
F059 - DELIRIO, NO ESPECIFICADO;6;1;;;2018
F063 - TRASTORNOS DEL HUMOR [AFECTIVOS], ORGANICOS;;1;;;2018
F064 - TRASTORNO DE ANSIEDAD, ORGANICO;3;;;;2018
F067 - TRASTORNO COGNOSCITIVO LEVE;6;4;;;2018
F068 - OTROS TRASTORNOS MENTALES ESPECIFICADOS DEBIDOS A LESION Y DISFUNCION CEREBRAL Y A ENFERMEDAD FISICA;1;1;;;2018
F069 - TRASTORNO MENTAL NO ESPECIFICADO DEBIDO A LESION Y DISFUNCION CEREBRAL Y A ENFERMEDAD FISICA;;2;;;2018
F070 - TRASTORNO DE LA PERSONALIDAD, ORGANICO;;1;;;2018
F072 - SINDROME POSTCONCUSIONAL;;;;;2018
F078 - OTROS TRASTORNOS ORGANICOS DE LA PERSONALIDAD Y DEL COMPORTAMIENTO DEBIDOS A ENFERMEDAD, LESION Y DISFUNCION CEREBRALES;;1;;;2018
F09X - TRASTORNO MENTAL ORGANICO O SINTOMATICO, NO ESPECIFICADO;;;;;2018
F100 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DEL ALCOHOL: INTOXICACION AGUDA;;;;;2018
F101 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DEL ALCOHOL: USO NOCIVO;;;;;2018
F104 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DEL ALCOHOL: ESTADO DE ABSTINENCIA CON DELIRIO;;;;;2018
F105 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DEL ALCOHOL: TRASTORNO PSICOTICO;;;;;2018
F108 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DEL ALCOHOL: OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;;;;;2018
F112 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OPIACEOS: SINDROME DE DEPENDENCIA;;;;;2018
F119 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OPIACEOS: TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO;;;;;2018
F120 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: INTOXICACION AGUDA;1;1;;;2018
F121 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: USO NOCIVO;1;2;;;2018
F122 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: SINDROME DE DEPENDENCIA;1;5;;;2018
F123 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: ESTADO DE ABSTINENCIA;1;;;;2018
F124 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: ESTADO DE ABSTINENCIA CON DELIRIO;1;;;;2018
F128 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;1;2;;;2018
F129 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO;;1;;;2018
F130 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O HIPNOTICOS: INTOXICACION AGUDA;1;;;;2018
F140 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: INTOXICACION AGUDA;;2;;;2018
F141 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: USO NOCIVO;;;;;2018
F142 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: SINDROME DE DEPENDENCIA;2;1;;;2018
F144 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: ESTADO DE ABSTINENCIA CON DELIRIO;1;;;;2018
F148 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;;;;;2018
F149 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO;;;;;2018
F153 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OTROS ESTIMULANTES, INCLUIDA LA CAFEINA: ESTADO DE ABSTINENCIA;;;;;2018
F156 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OTROS ESTIMULANTES, INCLUIDA LA CAFEINA: SINDROME AMNESICO;;;;;2018
F160 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS: INTOXICACION AGUDA;1;;;;2018
F162 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS: SINDROME DE DEPENDENCIA;;;;;2018
F163 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS: ESTADO DE ABSTINENCIA;;1;;;2018
F165 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS: TRASTORNO PSICOTICO;;;;;2018
F168 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS: OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;2;1;;;2018
F169 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS: TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO;;;;;2018
F172 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE TABACO: SINDROME DE DEPENDENCIA;;1;;;2018
F178 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE TABACO: OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;;2;;;2018
F180 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE DISOLVENTES VOLATILES: INTOXICACION AGUDA;;2;;;2018
F183 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE DISOLVENTES VOLATILES: ESTADO DE ABSTINENCIA;1;;;;2018
F190 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: INTOXICACION AGUDA;;2;;;2018
F191 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: USO NOCIVO;;1;;;2018
F192 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: SINDROME DE DEPENDENCIA;5;9;;;2018
F193 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: ESTADO DE ABSTINENCIA;1;4;;;2018
F195 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: TRASTORNO PSICOTICO;;;;;2018
F198 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;;1;;;2018
