;AÑOS;;;;;;
C714 - TUMOR MALIGNO DEL LOBULO OCCIPITAL;4;1;3;1;1;4;14
C715 - TUMOR MALIGNO DEL VENTRICULO CEREBRAL;3;1;2;3;3;;12
C716 - TUMOR MALIGNO DEL CEREBELO;4;10;10;14;12;7;57
C717 - TUMOR MALIGNO DEL PEDUNCULO CEREBRAL;1;;2;1;2;3;9
C718 - LESION DE SITIOS CONTIGUOS DEL ENCEFALO;1;3;2;;;2;8
C719 - TUMOR MALIGNO DEL ENCEFALO, PARTE NO ESPECIFICADA;7;2;11;11;10;13;54
C720 - TUMOR MALIGNO DE LA MEDULA ESPINAL;1;1;2;2;;3;9
C721 - TUMOR MALIGNO DE LA COLA DE CABALLO;;;;1;1;1;3
C723 - TUMOR MALIGNO DEL NERVIO OPTICO;;;;;1;;1
C724 - TUMOR MALIGNO DEL NERVIO ACUSTICO;;;1;2;1;;4
C725 - TUMOR MALIGNO DE OTROS NERVIOS CRANEALES Y LOS NO ESPECIFICADOS;;;;;;;
C728 - LESION DE SITIOS CONTIGUOS DEL ENCEFALO Y OTRAS PARTES DEL SISTEMA NERVIOSO CENTRAL;1;;2;;;3;6
C729 - TUMOR MALIGNO DEL SISTEMA NERVIOSO CENTRAL, SIN OTRA ESPECIFICACION;2;;5;;2;;9
C73X - TUMOR MALIGNO DE LA GLANDULA TIROIDES;427;76;498;78;414;67;1.560
C740 - TUMOR MALIGNO DE LA CORTEZA DE LA GLANDULA SUPRARRENAL;2;;2;;3;;7
C741 - TUMOR MALIGNO DE LA MEDULA DE LA GLANDULA SUPRARRENAL;;2;;1;2;;5
C749 - TUMOR MALIGNO DE LA GLANDULA SUPRARRENAL, PARTE NO ESPECIFICADA;1;5;;3;2;;11
C750 - TUMOR MALIGNO DE LA GLANDULA PARATIROIDES;2;1;5;;2;3;13
C751 - TUMOR MALIGNO DE LA HIPOFISIS;2;1;;4;3;1;11
C752 - TUMOR MALIGNO DEL CONDUCTO CRANEOFARINGEO;1;1;;1;1;;4
C753 - TUMOR MALIGNO DE LA GLANDULA PINEAL;1;1;;2;;3;7
C754 - TUMOR MALIGNO DEL CUERPO CAROTIDEO;4;;;;;;4
C758 - TUMOR MALIGNO PLURIGLANDULAR, NO ESPECIFICADO;;;;1;;1;2
C759 - TUMOR MALIGNO DE GLANDULA ENDOCRINA NO ESPECIFICADA;;1;4;5;6;13;29
C760 - TUMOR MALIGNO DE LA CABEZA, CARA Y CUELLO;9;6;9;12;5;16;57
C761 - TUMOR MALIGNO DEL TORAX;3;1;3;3;1;3;14
C762 - TUMOR MALIGNO DEL ABDOMEN;7;2;15;7;8;2;41
C763 - TUMOR MALIGNO DE LA PELVIS;4;1;5;1;1;;12
C764 - TUMOR MALIGNO DEL MIEMBRO SUPERIOR;5;1;;;;;6
C765 - TUMOR MALIGNO DEL MIEMBRO INFERIOR;2;4;4;2;4;;16
C767 - TUMOR MALIGNO DE OTROS SITIOS MAL DEFINIDOS;;;1;;2;1;4
C768 - LESION DE SITIOS CONTIGUOS MAL DEFINIDOS;;;;;;;
C770 - TUMOR MALIGNO DE LOS GANGLIOS LINFATICOS DE LA CABEZA, CARA Y CUELLO;20;20;9;17;6;14;86
C772 - TUMOR MALIGNO DE LOS GANGLIOS LINFATICOS INTRAABDOMINALES;1;;1;;7;;9
C773 - TUMOR MALIGNO DE LOS GANGLIOS LINFATICOS DE LA AXILA Y DEL MIEMBRO SUPERIOR;;2;;2;;1;5
C774 - TUMOR MALIGNO DE LOS GANGLIOS LINFATICOS DE LA REGION INGUINAL Y DEL MIEMBRO INFERIOR;;1;1;2;1;1;6
C775 - TUMOR MALIGNO DE LOS GANGLIOS LINFATICOS DE LA PELVIS;;;;;;;
C778 - TUMOR MALIGNO DE LOS GANGLIOS LINFATICOS DE REGIONES MULTIPLES;;;2;;;1;3
C779 - TUMOR MALIGNO DEL GANGLIO LINFATICO, SITIO NO ESPECIFICADO;1;1;2;2;2;;8
C780 - TUMOR MALIGNO SECUNDARIO DEL PULMON;2;6;4;6;8;4;30
C781 - TUMOR MALIGNO SECUNDARIO DEL MEDIASTINO;;;;1;;;1
C782 - TUMOR MALIGNO SECUNDARIO DE LA PLEURA;1;2;2;1;1;1;8
C784 - TUMOR MALIGNO SECUNDARIO DEL INTESTINO DELGADO;1;2;;1;;;4
C785 - TUMOR MALIGNO SECUNDARIO DEL INTESTINO GRUESO Y DEL RECTO;2;1;2;2;3;1;11
C786 - TUMOR MALIGNO SECUNDARIO DEL PERITONEO Y DEL RETROPERITONEO;3;1;7;;2;2;15
C787 - TUMOR MALIGNO SECUNDARIO DEL HIGADO;4;4;11;6;6;10;41
C788 - TUMOR MALIGNO SECUNDARIO DE OTROS ORGANOS DIGESTIVOS Y DE LOS NO ESPECIFICADOS;2;;;;;;2
C790 - TUMOR MALIGNO SECUNDARIO DEL RIÑON Y DE LA PELVIS RENAL;7;3;8;3;6;5;32
C791 - TUMOR MALIGNO SECUNDARIO DE LA VEJIGA, Y DE OTROS ORGANOS Y LOS NO ESPECIFICADOS DE LAS VIAS URINARIAS;;;2;1;1;;4
C792 - TUMOR MALIGNO SECUNDARIO DE LA PIEL;;1;1;1;1;1;5
C793 - TUMOR MALIGNO SECUNDARIO DEL ENCEFALO Y DE LAS MENINGES CEREBRALES;6;4;6;4;2;6;28
C794 - TUMOR MALIGNO SECUNDARIO DE OTRAS PARTES DEL SISTEMA NERVIOSO Y DE LAS NO ESPECIFICADAS;;;1;;;;1
C795 - TUMOR MALIGNO SECUNDARIO DE LOS HUESOS Y DE LA MEDULA OSEA;1;3;3;2;;2;11
C796 - TUMOR MALIGNO SECUNDARIO DEL OVARIO;3;;2;;6;;11
C797 - TUMOR MALIGNO SECUNDARIO DE LA GLANDULA SUPRARRENAL;;;;;;;
C798 - TUMOR MALIGNO SECUNDARIO DE OTROS SITIOS ESPECIFICADOS;5;2;8;1;6;4;26
C80X - TUMOR MALIGNO DE SITIOS NO ESPECIFICADOS;29;15;25;16;4;8;97
17013 - Aguadas;82;57;108;70;78;57;452
C008 - LESION DE SITIOS CONTIGUOS DEL LABIO;;1;1;1;;1;4
C021 - TUMOR MALIGNO DEL BORDE DE LA LENGUA;;;;;;;
C028 - LESION DE SITIOS CONTIGUOS DE LA LENGUA;;;;;;;
C048 - LESION DE SITIOS CONTIGUOS DEL PISO DE LA BOCA;;;1;;;;1
C058 - LESION DE SITIOS CONTIGUOS DEL PALADAR;;1;;;;1;2
C061 - TUMOR MALIGNO DEL VESTIBULO DE LA BOCA;;;1;;;;1
C068 - LESION DE SITIOS CONTIGUOS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA BOCA;1;3;3;3;;;10
C069 - TUMOR MALIGNO DE LA BOCA, PARTE NO ESPECIFICADA;1;;;;;;1
C07X - TUMOR MALIGNO DE LA GLANDULA PAROTIDA;2;2;2;1;1;1;9
C099 - TUMOR MALIGNO DE LA AMIGDALA, PARTE NO ESPECIFICADA;;;;;;;
C108 - LESION DE SITIOS CONTIGUOS DE LA OROFARINGE;;;1;;1;;2
C109 - TUMOR MALIGNO DE LA OROFARINGE, PARTE NO ESPECIFICADA;;;;;;;
C138 - LESION DE SITIOS CONTIGUOS DE LA HIPOFARINGE;;;;;;;
C148 - LESION DE SITIOS CONTIGUOS DEL LABIO, DE LA CAVIDAD BUCAL Y DE LA LARINGE;;;;;;;
C150 - TUMOR MALIGNO DEL ESOFAGO, PORCION CERVICAL;;1;;;;;1
C152 - TUMOR MALIGNO DEL ESOFAGO, PORCION ABDOMINAL;;;;1;;;1
C154 - TUMOR MALIGNO DEL TERCIO MEDIO DEL ESOFAGO;1;1;;1;;1;4
C155 - TUMOR MALIGNO DEL TERCIO INFERIOR DEL ESOFAGO;;2;;1;;1;4
C158 - LESION DE SITIOS CONTIGUOS DEL ESOFAGO;;2;;;;;2
C159 - TUMOR MALIGNO DEL ESOFAGO, PARTE NO ESPECIFICADA;1;3;1;1;1;;7
C160 - TUMOR MALIGNO DEL CARDIAS;;1;;1;;;2
C161 - TUMOR MALIGNO DEL FUNDUS GASTRICO;;1;2;2;1;;6
C162 - TUMOR MALIGNO DEL CUERPO DEL ESTOMAGO;2;2;;1;;1;6
C163 - TUMOR MALIGNO DEL ANTRO PILORICO;;2;1;2;;2;7
C164 - TUMOR MALIGNO DEL PILORO;;;;;;;
C165 - TUMOR MALIGNO DE LA CURVATURA MENOR DEL ESTOMAGO, SIN OTRA ESPECIFICACION;;2;1;1;1;;5
C166 - TUMOR MALIGNO DE LA CURVATURA MAYOR DEL ESTOMAGO, SIN OTRA ESPECIFICACION;;;;;1;;1
C168 - LESION DE SITIOS CONTIGUOS DEL ESTOMAGO;1;1;;1;1;;4
C169 - TUMOR MALIGNO DEL ESTOMAGO, PARTE NO ESPECIFICADA;2;5;1;1;2;;11
C170 - TUMOR MALIGNO DEL DUODENO;;;1;;2;;3
C171 - TUMOR MALIGNO DEL YEYUNO;;;1;;1;;2
C172 - TUMOR MALIGNO DEL ILEON;1;;;1;;2;4
C180 - TUMOR MALIGNO DEL CIEGO;;1;;;;;1
C182 - TUMOR MALIGNO DEL COLON ASCENDENTE;3;2;2;;2;1;10
C183 - TUMOR MALIGNO DEL ANGULO HEPATICO;;1;;;;;1
C186 - TUMOR MALIGNO DEL COLON DESCENDENTE;1;;1;1;2;;5
C187 - TUMOR MALIGNO DEL COLON SIGMOIDE;2;;5;1;4;1;13
C188 - LESION DE SITIOS CONTIGUOS DEL COLON;1;;1;;;;2
C189 - TUMOR MALIGNO DEL COLON, PARTE NO ESPECIFICADA;3;1;3;1;3;2;13
C19X - TUMOR MALIGNO DE LA UNION RECTOSIGMOIDEA;;;2;;2;;4
C20X - TUMOR MALIGNO DEL RECTO;3;1;3;1;3;2;13
C210 - TUMOR MALIGNO DEL ANO, PARTE NO ESPECIFICADA;1;1;;;;;2
C229 - TUMOR MALIGNO DEL HIGADO, NO ESPECIFICADO;;;;1;;2;3
C23X - TUMOR MALIGNO DE LA VESICULA BILIAR;;;;;;;
C240 - TUMOR MALIGNO D E LAS VIAS BILIARES EXTRAHEPATICAS;;;1;;;1;2
C241 - TUMOR MALIGNO DE LA AMPOLLA DE VATER;;;1;;1;1;3
C248 - LESION DE SITIOS CONTIGUOS DE LAS VIAS BILIARES;;;;1;;;1
C250 - TUMOR MALIGNO DE LA CABEZA DEL PANCREAS;1;;;;1;;2
C252 - TUMOR MALIGNO DE LA COLA DEL PANCREAS;;;;;1;;1
C254 - TUMOR MALIGNO DEL PANCREAS ENDOCRINO;;;;;;;
C257 - TUMOR MALIGNO DE OTRAS PARTES ESPECIFICADAS DEL PANCREAS;;;;;;;
C258 - LESION DE SITIOS CONTIGUOS DEL PANCREAS;1;;;;;;1
C259 - TUMOR MALIGNO DEL PANCREAS, PARTE NO ESPECIFICADA;1;;;;;;1
C261 - TUMOR MALIGNO DEL BAZO;;;;;1;;1
C269 - TUMOR MALIGNO DE SITIOS MAL DEFINIDOS DE LOS ORGANOS DIGESTIVOS;;1;;;;;1
C300 - TUMOR MALIGNO DE LA FOSA NASAL;1;;;;;;1
C310 - TUMOR MALIGNO DEL SENO MAXILAR;1;;1;;;;2
C313 - TUMOR MALIGNO DEL SENO ESFENOIDAL;;;;1;;1;2
C318 - LESION DE SITIOS CONTIGUOS DE LOS SENOS PARANASALES;1;1;;;;;2
C319 - TUMOR MALIGNO DEL SENO PARANASAL NO ESPECIFICADO;;;;1;;;1
C320 - TUMOR MALIGNO DE LA GLOTIS;;;;;;;
C329 - TUMOR MALIGNO DE LA LARINGE, PARTE NO ESPECIFICADA;;;;3;;1;4
C33X - TUMOR MALIGNO DE LA TRAQUEA;;1;;;;1;2
C341 - TUMOR MALIGNO DEL LOBULO SUPERIOR, BRONQUIO O PULMON;;1;;;;;1
C342 - TUMOR MALIGNO DEL LOBULO MEDIO, BRONQUIO O PULMON;;;;2;;1;3
C343 - TUMOR MALIGNO DEL LOBULO INFERIOR, BRONQUIO O PULMON;;;;;;;
C348 - LESION DE SITIOS CONTIGUOS DE LOS BRONQUIOS Y DEL PULMON;1;;3;1;;1;6
C349 - TUMOR MALIGNO DE LOS BRONQUIOS O DEL PULMON, PARTE NO ESPECIFICADA;;2;;2;;1;5
C37X - TUMOR MALIGNO DEL TIMO;;;;;;;
C388 - LESION DE SITIOS CONTIGUOS DEL CORAZON, DEL MEDIASTINO Y DE LA PLEURA;;;;1;;;1
C398 - LESION DE SITIOS CONTIGUOS DE LOS ORGANOS RESPIRATORIOS E INTRATORACICOS;;;;;;1;1
C402 - TUMOR MALIGNO DE LOS HUESOS LARGOS DEL MIEMBRO INFERIOR;;;;1;;1;2
C408 - LESION DE SITIOS CONTIGUOS DE LOS HUESOS Y DE LOS CARTILAGOS ARTICULARES DE LOS MIEMBROS;;;;;;;
C412 - TUMOR MALIGNO DE LA COLUMNA VERTEBRAL;;;1;;;;1
C414 - TUMOR MALIGNO DE LOS HUESOS DE LA PELVIS, SACRO Y COCCIX;1;;;;;1;2
C418 - LESION DE SITIOS CONTIGUOS DEL HUESO Y DEL CARTILAGO ARTICULAR;;;;;;;
C419 - TUMOR MALIGNO DE HUESO Y DEL CARTILAGO ARTICULAR, NO ESPECIFICADO;;;;1;;1;2
C432 - MELANOMA MALIGNO DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO;;;;;;;
C433 - MELANOMA MALIGNO DE LAS OTRAS PARTES Y LAS NO ESPECIFICADAS DE LA CARA;;;;;;;
C435 - MELANOMA MALIGNO DEL TRONCO;;;;;;;
C437 - MELANOMA MALIGNO DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA;;1;;1;;;2
C439 - MELANOMA MALIGNO DE PIEL, SITIO NO ESPECIFICADO;;;;;1;;1
C440 - TUMOR MALIGNO DE LA PIEL DEL LABIO;;;;;;;
C441 - TUMOR MALIGNO DE LA PIEL DEL PARPADO, INCLUIDA LA COMISURA PALPEBRAL;;;1;;;;1
C443 - TUMOR MALIGNO DE LA PIEL DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA;4;3;13;8;3;8;39
C444 - TUMOR MALIGNO DE LA PIEL DEL CUERO CABELLUDO Y DEL CUELLO;;;1;1;;2;4
C445 - TUMOR MALIGNO DE LA PIEL DEL TRONCO;1;;1;2;1;1;6
C446 - TUMOR MALIGNO DE LA PIEL DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO;;;;;;;
C447 - TUMOR MALIGNO DE LA PIEL DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA;2;;1;;;;3
C449 - TUMOR MALIGNO DE LA PIEL, SITIO NO ESPECIFICADO;6;2;3;1;1;1;14
C482 - TUMOR MALIGNO DEL PERITONEO, SIN OTRA ESPECIFICACION;;;1;;;;1
C491 - TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO;;;;;;1;1
C493 - TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO DEL TORAX;;1;;;;;1
C494 - TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO DEL ABDOMEN;;;;;;1;1
C495 - TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO DE LA PELVIS;;;;;;;
C496 - TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO DEL TRONCO, SIN OTRA ESPECIFICACION;;;;;;1;1
C500 - TUMOR MALIGNO DEL PEZON Y AREOLA MAMARIA;;;1;;;;1
C501 - TUMOR MALIGNO DE LA PORCION CENTRAL DE LA MAMA;;;;;1;;1
C502 - TUMOR MALIGNO DEL CUADRANTE SUPERIOR INTERNO DE LA MAMA;;;4;;3;;7
C503 - TUMOR MALIGNO DEL CUADRANTE INFERIOR INTERNO DE LA MAMA;1;;1;;;;2
C504 - TUMOR MALIGNO DEL CUADRANTE SUPERIOR EXTERNO DE LA MAMA;8;;8;;7;;23
C505 - TUMOR MALIGNO DEL CUADRANTE INFERIOR EXTERNO DE LA MAMA;2;;4;;3;;9
C509 - TUMOR MALIGNO DE LA MAMA, PARTE NO ESPECIFICADA;12;;21;;14;;47
C530 - TUMOR MALIGNO DEL ENDOCERVIX;2;;2;;1;;5
C531 - TUMOR MALIGNO DE EXOCERVIX;3;;2;;2;;7
C539 - TUMOR MALIGNO DEL CUELLO DEL UTERO, SIN OTRA ESPECIFICACION;2;;3;;1;;6
C541 - TUMOR MALIGNO DEL ENDOMETRIO;3;;1;;1;;5
C543 - TUMOR MALIGNO DEL FONDO DEL UTERO;1;;;;;;1
C55X - TUMOR MALIGNO DEL UTERO, PARTE NO ESPECIFICADA;;;;;;;
C56X - TUMOR MALIGNO DEL OVARIO;2;;3;;4;;9
C574 - TUMOR MALIGNO DE LOS ANEXOS UTERINOS, SIN OTRA ESPECIFICACIÓN;;;;;1;;1
C579 - TUMOR MALIGNO DE ORGANO GENITAL FEMENINO, PARTE NO ESPECIFICADA;1;;;;;;1
C601 - TUMOR MALIGNO DEL GLANDE;;;;1;;;1
C602 - TUMOR MALIGNO DEL CUERPO DEL PENE;;;;1;;;1
C608 - LESION DE SITIOS CONTIGUOS DEL PENE;;2;;1;;;3
C609 - TUMOR MALIGNO DEL PENE, PARTE NO ESPECIFICADA;;1;;1;;;2
C61X - TUMOR MALIGNO DE LA PROSTATA;;7;;15;;6;28
C621 - TUMOR MALIGNO DEL TESTICULO DESCENDIDO;;;;;;;
C632 - TUMOR MALIGNO DEL ESCROTO;;1;;;;;1
C638 - LESION DE SITIOS CONTIGUOS DE LOS ORGANOS GENITALES MASCULINOS;;1;;;;;1
C64X - TUMOR MALIGNO DEL RIÑON, EXCEPTO DE LA PELVIS RENAL;1;;;1;1;;3
C65X - TUMOR MALIGNO DE LA PELVIS RENAL;;;;1;;1;2
C672 - TUMOR MALIGNO DE LA PARED LATERAL DE LA VEJIGA;;;;1;;;1
C673 - TUMOR MALIGNO DE LA PARED ANTERIOR DE LA VEJIGA;;;;;;;
C679 - TUMOR MALIGNO DE LA VEJIGA URINARIA, PARTE NO ESPECIFICADA;2;3;3;2;2;2;14
C690 - TUMOR MALIGNO DE LA CONJUNTIVA;;;;1;1;;2
C696 - TUMOR MALIGNO DE LA ORBITA;;;1;;;;1
C698 - LESION DE SITIOS CONTIGUOS DEL OJO Y SUS ANEXOS;2;2;1;3;2;;10
C699 - TUMOR MALIGNO DEL OJO, PARTE NO ESPECIFICADA;1;;;;;;1
C700 - TUMOR MALIGNO DE LAS MENINGES CEREBRALES;;;1;;;;1
C710 - TUMOR MALIGNO DEL CEREBRO, EXCEPTO LOBULOS Y VENTRICULOS;;1;;;;2;3
C712 - TUMOR MALIGNO DEL LOBULO TEMPORAL;;;;;;;
C715 - TUMOR MALIGNO DEL VENTRICULO CEREBRAL;1;;;;1;;2
C719 - TUMOR MALIGNO DEL ENCEFALO, PARTE NO ESPECIFICADA;;;;;1;;1
C728 - LESION DE SITIOS CONTIGUOS DEL ENCEFALO Y OTRAS PARTES DEL SISTEMA NERVIOSO CENTRAL;;1;;;;;1
C73X - TUMOR MALIGNO DE LA GLANDULA TIROIDES;8;2;14;1;14;3;42
C741 - TUMOR MALIGNO DE LA MEDULA DE LA GLANDULA SUPRARRENAL;;;;;;;
C749 - TUMOR MALIGNO DE LA GLANDULA SUPRARRENAL, PARTE NO ESPECIFICADA;;;;;;;
C760 - TUMOR MALIGNO DE LA CABEZA, CARA Y CUELLO;1;;2;1;;;4
C761 - TUMOR MALIGNO DEL TORAX;;;;;;;
C762 - TUMOR MALIGNO DEL ABDOMEN;1;;1;;;;2
C763 - TUMOR MALIGNO DE LA PELVIS;;;;;;;
C764 - TUMOR MALIGNO DEL MIEMBRO SUPERIOR;;;;;;1;1
C767 - TUMOR MALIGNO DE OTROS SITIOS MAL DEFINIDOS;;;;1;;1;2
C770 - TUMOR MALIGNO DE LOS GANGLIOS LINFATICOS DE LA CABEZA, CARA Y CUELLO;;;1;1;;2;4
C772 - TUMOR MALIGNO DE LOS GANGLIOS LINFATICOS INTRAABDOMINALES;;;1;;;;1
C773 - TUMOR MALIGNO DE LOS GANGLIOS LINFATICOS DE LA AXILA Y DEL MIEMBRO SUPERIOR;;;;;;;
C774 - TUMOR MALIGNO DE LOS GANGLIOS LINFATICOS DE LA REGION INGUINAL Y DEL MIEMBRO INFERIOR;;;;;;;
C780 - TUMOR MALIGNO SECUNDARIO DEL PULMON;;;;;;;
C785 - TUMOR MALIGNO SECUNDARIO DEL INTESTINO GRUESO Y DEL RECTO;;;;;;1;1
C786 - TUMOR MALIGNO SECUNDARIO DEL PERITONEO Y DEL RETROPERITONEO;1;;1;;1;;3
C787 - TUMOR MALIGNO SECUNDARIO DEL HIGADO;;1;;;1;;2
C793 - TUMOR MALIGNO SECUNDARIO DEL ENCEFALO Y DE LAS MENINGES CEREBRALES;1;;;;;;1
C796 - TUMOR MALIGNO SECUNDARIO DEL OVARIO;;;1;;;;1
C80X - TUMOR MALIGNO DE SITIOS NO ESPECIFICADOS;2;1;1;;;1;5
17042 - Anserma;125;69;157;100;132;96;679
C008 - LESION DE SITIOS CONTIGUOS DEL LABIO;;;2;1;;1;4
C01X - TUMOR MALIGNO DE LA BASE DE LA LENGUA;;;;;1;;1
C021 - TUMOR MALIGNO DEL BORDE DE LA LENGUA;1;;;1;;1;3
C022 - TUMOR MALIGNO DE LA CARA VENTRAL DE LA LENGUA;;;;;;1;1
C028 - LESION DE SITIOS CONTIGUOS DE LA LENGUA;;;2;;4;;6
C029 - TUMOR MALIGNO DE LA LENGUA, PARTE NO ESPECIFICADA;;;;;;;
C048 - LESION DE SITIOS CONTIGUOS DEL PISO DE LA BOCA;3;;;;1;;4
C050 - TUMOR MALIGNO DEL PALADAR DURO;;;;;;;
C058 - LESION DE SITIOS CONTIGUOS DEL PALADAR;;;1;2;;;3
C059 - TUMOR MALIGNO DEL PALADAR, PARTE NO ESPECIFICADA;1;;;;;;1
C068 - LESION DE SITIOS CONTIGUOS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA BOCA;4;2;;2;2;;10
C07X - TUMOR MALIGNO DE LA GLANDULA PAROTIDA;2;;;;;;2
C080 - TUMOR MALIGNO DE LA GLANDULA SUBMAXILAR;;;;;;;
C098 - LESION DE SITIOS CONTIGUOS DE LA AMIGDALA;1;1;;;;;2
C099 - TUMOR MALIGNO DE LA AMIGDALA, PARTE NO ESPECIFICADA;1;1;;1;;1;4
C108 - LESION DE SITIOS CONTIGUOS DE LA OROFARINGE;;;;;;;
C109 - TUMOR MALIGNO DE LA OROFARINGE, PARTE NO ESPECIFICADA;;;1;;;;1
C138 - LESION DE SITIOS CONTIGUOS DE LA HIPOFARINGE;;;;;;;
C142 - TUMOR MALIGNO DEL ANILLO DE WALDEYER;;;;;;;
C148 - LESION DE SITIOS CONTIGUOS DEL LABIO, DE LA CAVIDAD BUCAL Y DE LA LARINGE;1;;;;;;1
C150 - TUMOR MALIGNO DEL ESOFAGO, PORCION CERVICAL;;;;;1;;1
C151 - TUMOR MALIGNO DEL ESOFAGO, PORCION TORACICA;;;;;;;
C152 - TUMOR MALIGNO DEL ESOFAGO, PORCION ABDOMINAL;;;;;1;;1
C155 - TUMOR MALIGNO DEL TERCIO INFERIOR DEL ESOFAGO;;;1;;1;;2
C158 - LESION DE SITIOS CONTIGUOS DEL ESOFAGO;;;;;;;
C159 - TUMOR MALIGNO DEL ESOFAGO, PARTE NO ESPECIFICADA;;1;;;;;1
C160 - TUMOR MALIGNO DEL CARDIAS;;;;1;;;1
C161 - TUMOR MALIGNO DEL FUNDUS GASTRICO;;1;1;8;2;2;14
C162 - TUMOR MALIGNO DEL CUERPO DEL ESTOMAGO;1;2;1;3;;3;10
C163 - TUMOR MALIGNO DEL ANTRO PILORICO;;;;3;;3;6
C165 - TUMOR MALIGNO DE LA CURVATURA MENOR DEL ESTOMAGO, SIN OTRA ESPECIFICACION;;1;3;1;2;;7
C166 - TUMOR MALIGNO DE LA CURVATURA MAYOR DEL ESTOMAGO, SIN OTRA ESPECIFICACION;2;;1;3;;1;7
C168 - LESION DE SITIOS CONTIGUOS DEL ESTOMAGO;1;;4;1;2;;8
C169 - TUMOR MALIGNO DEL ESTOMAGO, PARTE NO ESPECIFICADA;1;4;5;13;2;9;34
C170 - TUMOR MALIGNO DEL DUODENO;1;;;;;;1
C171 - TUMOR MALIGNO DEL YEYUNO;;;;1;;;1
C172 - TUMOR MALIGNO DEL ILEON;;;;;;2;2
C179 - TUMOR MALIGNO DEL INTESTINO DELGADO, PARTE NO ESPECIFICADA;;1;;;;;1
C182 - TUMOR MALIGNO DEL COLON ASCENDENTE;1;;1;3;;3;8
C186 - TUMOR MALIGNO DEL COLON DESCENDENTE;;;;;;1;1
C187 - TUMOR MALIGNO DEL COLON SIGMOIDE;1;1;3;3;2;4;14
C188 - LESION DE SITIOS CONTIGUOS DEL COLON;;;1;;1;1;3
C189 - TUMOR MALIGNO DEL COLON, PARTE NO ESPECIFICADA;1;;;2;1;3;7
C19X - TUMOR MALIGNO DE LA UNION RECTOSIGMOIDEA;1;;;;;1;2
C20X - TUMOR MALIGNO DEL RECTO;3;;3;2;4;5;17
C210 - TUMOR MALIGNO DEL ANO, PARTE NO ESPECIFICADA;;;;2;;;2
C211 - TUMOR MALIGNO DEL CONDUCTO ANAL;;;;1;;;1
C229 - TUMOR MALIGNO DEL HIGADO, NO ESPECIFICADO;1;1;;1;1;;4
C23X - TUMOR MALIGNO DE LA VESICULA BILIAR;1;1;2;1;1;;6
C240 - TUMOR MALIGNO D E LAS VIAS BILIARES EXTRAHEPATICAS;;1;;;;;1
C241 - TUMOR MALIGNO DE LA AMPOLLA DE VATER;;;;;;;
C248 - LESION DE SITIOS CONTIGUOS DE LAS VIAS BILIARES;;;;;;;
C249 - TUMOR MALIGNO DE LAS VIAS BILIARES, PARTE NO ESPECIFICADA;;;;;;;
C250 - TUMOR MALIGNO DE LA CABEZA DEL PANCREAS;2;;;;;2;4
C251 - TUMOR MALIGNO DEL CUERPO DEL PANCREAS;;;;;;;
C257 - TUMOR MALIGNO DE OTRAS PARTES ESPECIFICADAS DEL PANCREAS;;;1;;;;1
C258 - LESION DE SITIOS CONTIGUOS DEL PANCREAS;1;1;;;1;;3
C259 - TUMOR MALIGNO DEL PANCREAS, PARTE NO ESPECIFICADA;;;;;;1;1
C261 - TUMOR MALIGNO DEL BAZO;1;;;;;;1
C268 - LESION DE SITIOS CONTIGUOS DE LOS ORGANOS DIGESTIVOS;;;1;;;;1
C269 - TUMOR MALIGNO DE SITIOS MAL DEFINIDOS DE LOS ORGANOS DIGESTIVOS;;;;;;;
C300 - TUMOR MALIGNO DE LA FOSA NASAL;;1;;;;1;2
C310 - TUMOR MALIGNO DEL SENO MAXILAR;;;1;;;;1
C318 - LESION DE SITIOS CONTIGUOS DE LOS SENOS PARANASALES;;1;;1;;2;4
C320 - TUMOR MALIGNO DE LA GLOTIS;;;;;;2;2
C328 - LESION DE SITIOS CONTIGUOS DE LA LARINGE;;;;;;;
C329 - TUMOR MALIGNO DE LA LARINGE, PARTE NO ESPECIFICADA;;1;;2;;2;5
C340 - TUMOR MALIGNO DEL BRONQUIO PRINCIPAL;;1;;;;1;2
C341 - TUMOR MALIGNO DEL LOBULO SUPERIOR, BRONQUIO O PULMON;1;;1;;;;2
C343 - TUMOR MALIGNO DEL LOBULO INFERIOR, BRONQUIO O PULMON;;1;;;;;1
C348 - LESION DE SITIOS CONTIGUOS DE LOS BRONQUIOS Y DEL PULMON;;;1;;2;;3
